depot_id;vendor;modelHardware;id_unit;technician;Lon;gatewayId;address_mac;installDate;ipv4;signal_dbm;lastSeen;Lat;firmware_version
87;Trevino-Turner;GWX-100;;Dipl.-Ing. Elisabet Kraushaar;-8.81652;GW-02516;32:30:6e:5e:66:f1;2015-07-11;202.62.126.248;-54.80000;05/19/2024, 00:00:00;40.08157;v1.2.5
110;Stroh;NODE-9;;Michelle Lewis;-9.03233;GW-02517;b0:91:0b:8f:4a:ae;02/22/2017, 00:00:00;66.22.67.67;-58.90000;2024-10-05;39.89098;v2.7.0
107;Rivers, Welch and Hood;GWX-100;;Diane Hess;-8.63496;GW-02518;4d:40:17:f6:7a:33;24 Sep 2015;16.111.29.65;-61.80000;2024/01/24;38.77139;v2.7.0
111;Ribeiro;NODE-7;;Carlos Gaspar;-7.15517;GW-02519;71:f8:bd:e1:82:0a;2020-02-06;89.170.230.181;-85.00000;2024-12-25;39.64295;v2.7.0
82;Carter, Kim and Allen;GWX-200;;Nair Vaz-Baptista;-8.42236;GW-02520;13:1f:af:f6:69:f7;2024/09/08;47.12.213.2;-71.60000;21 Aug 2024;40.87444;v2.7.0
3;Hövel Jopich KG;GWX-200;;Carlos Gaspar;-8.63625;GW-02521;6e:b9:51:9d:05:71;11/25/2017, 00:00:00;144.215.88.249;-91.00000;10/30/2024, 00:00:00;39.15631;v2.7.0
24;Faria;NODE-7;;Kelly Azevedo-Fonseca;-7.29331;GW-02522;0c:43:c0:6a:e6:46;28 Jul 2015;172.140.177.81;-79.90000;12/26/2024, 00:00:00;41.19831;v1.2.5
15;Gibbs, Scott and Moore;NODE-7;;William Reed;-9.29627;GW-02523;49:3f:2a:fa:4b:4a;2024/11/19;87.248.135.115;-60.90000;2024/01/10;39.29893;v3.4.1
61;Rivers, Welch and Hood;GWX-200;;Carlos Gaspar;-6.76501;GW-02524;fc:f3:3f:5d:69:2a;10 Apr 2019;8.20.239.243;-59.00000;2025/01/24;40.16533;v1.2.5
113;Rogner KG;NODE-9;;Nair Vaz-Baptista;-7.00057;GW-02525;0a:42:81:ed:a8:cc;15 Mar 2015;168.30.181.203;-72.90000;04/12/2024, 00:00:00;41.31608;v1.2.5
39;Allen-Ferguson;GWX-300;;Ralf-Peter Anders;-7.26455;GW-02526;6a:4c:77:f1:2b:82;2018-09-12;118.188.46.253;-70.00000;2024/09/09;40.73093;v1.2.5
58;Macedo Faria e Filhos;NODE-7;;Tomasz Baum B.Sc.;-8.99225;GW-02527;f2:90:e1:03:6d:e9;2022/11/02;16.14.217.79;-75.60000;15 Mar 2024;40.88716;v1.2.5
100;Trevino-Turner;GWX-200;;Carminho Fonseca;-8.03781;GW-02528;82:0f:e2:b0:3d:ad;2016/10/17;183.123.131.186;-55.90000;04 May 2024;41.42479;v3.4.1
73;Huhn KGaA;GWX-200;;Manuel da Pereira;-8.01573;GW-02529;89:a2:4e:4c:55:b5;2015-09-18;93.166.74.174;-61.50000;23 Sep 2024;39.70187;v1.2.5
57;Roy and Sons;GWX-100;;Kata Eckbauer;-6.36665;GW-02530;3c:9e:97:b1:2f:da;05 Aug 2016;34.121.253.200;-60.70000;2024-04-29;41.03159;v2.7.0
91;Amorim;GWX-300;;James Gonzales;-7.76638;GW-02531;d9:bf:22:77:ac:14;10 Sep 2015;1.254.149.254;-66.00000;09/14/2024, 00:00:00;38.85017;v3.4.1
103;Macedo Faria e Filhos;GWX-300;;Dr. Mariola Henschel MBA.;-6.41528;GW-02532;7f:20:7e:ef:4a:77;12/10/2022, 00:00:00;223.150.128.192;-52.70000;2024/04/22;41.50495;v1.2.5
67;Barker, Henson and Neal;NODE-7;;Artur Fernandes;-8.48006;GW-02533;78:fd:06:66:a3:f7;11 Apr 2022;1.74.139.161;-59.90000;2024/05/06;40.74806;v1.2.5
81;Gibbs, Scott and Moore;GWX-300;;Ing. Meik Hein B.A.;-9.27479;GW-02534;57:74:3d:bb:7b:24;03/11/2015, 00:00:00;159.103.41.239;-71.20000;2024-03-02;40.97204;v2.7.0
1;Roy and Sons;GWX-200;;James Gonzales;-7.25904;GW-02535;e4:d3:8c:df:a7:40;02/12/2021, 00:00:00;224.83.186.123;-65.40000;2024/02/16;39.86281;v3.4.1
111;Rivers, Welch and Hood;NODE-9;;Felicia Gaines;-8.05655;GW-02536;65:06:3c:45:1e:b0;13 May 2022;249.69.107.239;-83.30000;02/27/2024, 00:00:00;41.31622;v2.7.0
49;Roy and Sons;GWX-200;;Steve Carroll;-9.28095;GW-02537;df:6e:17:b0:d5:47;12/07/2023, 00:00:00;225.21.211.62;-62.10000;03/22/2024, 00:00:00;40.13645;v3.4.1
40;Macedo Faria e Filhos;NODE-9;;Sebastião Silva;-8.27770;GW-02538;81:ad:8b:c1:6a:6b;20 Sep 2024;182.131.124.75;-93.30000;2025-01-10;38.61811;v2.7.0
49;Rivers, Welch and Hood;GWX-300;;Univ.Prof. Kai-Uwe Dowerg B.Eng.;-6.89409;GW-02539;de:99:ae:69:15:e8;2022/12/03;114.126.236.248;-72.50000;12 Apr 2024;38.81265;v2.7.0
98;Allen-Ferguson;NODE-7;;Tiago Ferreira;-8.49796;GW-02540;22:de:3e:5b:0b:ed;01 Oct 2020;176.149.119.181;-70.00000;01/10/2024, 00:00:00;40.51116;v2.7.0
89;Hövel Jopich KG;NODE-9;;Carminho Fonseca;-9.10143;GW-02541;d3:ee:37:61:de:03;2022-05-15;220.41.178.55;-60.00000;01/16/2025, 00:00:00;39.96721;v2.7.0
54;Huhn KGaA;GWX-300;;Bob Brooks;-8.32330;GW-02542;9b:0b:a3:0f:f4:09;08 Jun 2015;26.224.198.251;-89.70000;2025/02/01;40.36364;v2.7.0
116;Hermighausen Weinhold AG & Co. KG;NODE-9;;Vicente do Batista;-9.06877;GW-02543;69:3e:ae:6d:f2:52;2017-12-11;141.123.207.0;-64.30000;06 May 2024;41.14606;v2.7.0
87;Barker, Henson and Neal;GWX-300;;Erika Antunes;-6.40866;GW-02544;3a:fc:8b:ac:5b:4a;2024/12/26;10.236.118.205;-67.60000;2024/01/04;38.70307;v2.7.0
12;Pinto Gaspar S.A.;GWX-300;;Dipl.-Ing. Eberhard Hethur;-6.65322;GW-02545;39:6b:92:32:e5:68;04 Dec 2019;187.249.215.30;-73.40000;2024/04/18;39.45866;v2.7.0
116;Ribeiro;NODE-7;;Sandro Esteves-Esteves;-6.68951;GW-02546;24:6a:3c:86:0c:15;12 Nov 2016;172.182.154.22;-70.30000;09/22/2024, 00:00:00;39.84138;v2.7.0
32;Stroh;NODE-9;;Daniela do Abreu;-7.55411;GW-02547;13:c8:43:27:3a:b2;04/18/2024, 00:00:00;226.250.254.81;-62.40000;11/10/2024, 00:00:00;39.39650;v1.2.5
40;Amorim;GWX-200;;Emília Mota;-9.27064;GW-02548;26:9e:60:7d:54:33;05 May 2020;27.211.150.82;-49.50000;2024/10/17;40.14643;v3.4.1
14;Ribeiro;NODE-9;;Lea Eigenwillig;-6.56426;GW-02549;41:e9:b6:6a:0e:47;04 Jan 2020;25.230.119.105;-72.30000;11 May 2024;40.40611;v2.7.0
44;Macedo Faria e Filhos;NODE-7;;Ivo Pereira;-8.38873;GW-02550;01:b8:4a:81:6e:89;04/05/2019, 00:00:00;60.94.158.248;-90.70000;2025/01/21;39.03685;v1.2.5
28;Becker, Sanchez and Crawford;GWX-100;;Tomasz Baum B.Sc.;-9.01711;GW-02551;b3:40:0f:fc:1a:e2;2019/10/16;57.75.125.212;-52.60000;2024-06-15;39.42182;v1.2.5
80;Hernandez, Malone and Smith;NODE-9;;Blake Smith;-7.24533;GW-02552;25:51:44:b8:c1:2e;2016-04-30;117.104.67.64;-76.30000;2024/09/29;40.15027;v1.2.5
12;Hermighausen Weinhold AG & Co. KG;NODE-7;;John Taylor;-9.21301;GW-02553;90:26:0e:9e:e9:15;04/12/2016, 00:00:00;14.70.137.1;-78.00000;2024-05-07;39.18201;v1.2.5
13;Ribeiro;NODE-7;;Hugo Alves;-7.95943;GW-02554;2b:2b:8b:c1:6c:fa;2017/04/10;40.20.11.209;-84.60000;2025/01/24;40.06236;v1.2.5
116;Roy and Sons;GWX-300;;Michael Bryant;-7.12671;GW-02555;82:8e:8e:b4:a9:ec;2015/09/03;233.134.234.163;-63.90000;09/30/2024, 00:00:00;38.89603;v1.2.5
103;Silva;GWX-100;;Gunter Scholl B.A.;-8.19595;GW-02556;c9:25:48:c2:be:0a;2016/03/16;126.106.87.89;-75.90000;2024-05-21;40.34973;v1.2.5
84;Teixeira;GWX-100;;Angela Bridges;-8.12347;GW-02557;43:42:eb:99:d1:4e;30 Nov 2024;166.251.255.80;-76.80000;03 Sep 2024;41.07782;v2.7.0
40;Huhn KGaA;GWX-300;;Mateus Costa;-8.89567;GW-02558;6d:0b:f0:3e:e0:4e;2015/03/28;24.117.30.202;-60.80000;2024-06-09;41.39933;v1.2.5
35;Hofmann Bender GmbH;GWX-300;;Leandro Martins;-6.22996;GW-02559;4a:3a:9e:85:44:46;2021/03/23;179.240.193.162;-83.00000;2024/06/23;39.18359;v1.2.5
4;Zobel;GWX-200;;Herr Jacek Preiß B.A.;-7.03238;GW-02560;ed:6c:5d:67:20:b6;2022/12/01;249.111.20.96;-51.20000;2024/06/03;38.89602;v3.4.1
52;Moore, Kennedy and Berger;GWX-100;;John Moore;-8.94184;GW-02561;64:08:95:91:16:50;01 Sep 2017;53.140.120.96;-62.50000;18 May 2024;39.70383;v3.4.1
102;Rivers, Welch and Hood;GWX-300;;Cäcilia Binner;-7.27492;GW-02562;30:c6:f7:15:8f:6d;2017/08/16;61.148.161.252;-48.50000;02 Nov 2024;39.59698;v2.7.0
97;Roy and Sons;NODE-7;;Nelson do Moura;-8.15514;GW-02563;a8:4a:da:8c:ff:43;10/25/2022, 00:00:00;175.61.25.138;-90.90000;2025/01/22;40.68118;v2.7.0
1;Rädel Löwer AG;GWX-300;;Cäcilia Binner;-7.76851;GW-02564;03:56:e6:29:09:bf;28 Oct 2023;123.13.228.231;-65.90000;2024-04-14;39.68783;v2.7.0
11;Barker, Henson and Neal;NODE-7;;Univ.Prof. Kai-Uwe Dowerg B.Eng.;-6.73657;GW-02565;b3:43:5d:e3:ed:fc;23 Jan 2024;155.86.195.239;-62.60000;29 Feb 2024;39.82499;v2.7.0
97;Walker Ltd;GWX-200;;Tiago Ferreira;-6.69943;GW-02566;74:a7:9d:52:5c:a9;03 Dec 2015;197.169.204.41;-68.10000;2024/10/19;39.31055;v1.2.5
101;Teixeira;NODE-7;;Yasmin Mendes;-8.71887;GW-02567;63:84:ca:ad:75:02;2020/03/31;42.199.80.151;-53.50000;05/29/2024, 00:00:00;41.29827;v2.7.0
101;Hernandez, Malone and Smith;GWX-200;;Luca de Gonçalves;-6.83032;GW-02568;f1:77:c4:33:61:fb;06/01/2023, 00:00:00;178.203.188.40;-74.40000;2024-02-12;40.70909;v1.2.5
24;Hövel Jopich KG;NODE-7;;Jennifer Cervantes;-7.52720;GW-02569;6a:59:91:27:c5:a1;10/02/2019, 00:00:00;38.55.234.154;-88.80000;2024-04-18;40.15577;v1.2.5
101;Hövel Jopich KG;NODE-7;;Mara Marques;-9.02678;GW-02570;3d:12:d4:d5:93:1c;2017-02-27;119.252.254.38;-66.70000;2024/11/15;41.35512;v2.7.0
64;Mangold GbR;NODE-7;;Micael Branco-Pinto;-9.19740;GW-02571;a3:51:69:d9:3a:c1;2023-01-24;167.12.163.59;-63.70000;2024-08-01;39.74871;v2.7.0
70;Ribeiro;GWX-200;;Edelbert van der Dussen-Gierschner;-7.64122;GW-02572;7e:55:f2:1c:da:d5;15 Nov 2016;18.118.254.231;-82.70000;06/16/2024, 00:00:00;40.40102;v2.7.0
109;Barker, Henson and Neal;GWX-100;;Karl-Heinz Hänel;-7.64707;GW-02573;23:63:8d:a3:63:9d;02/29/2016, 00:00:00;90.97.13.120;-62.80000;2024/03/18;38.69809;v1.2.5
82;Pinto Gaspar S.A.;NODE-7;;Gunter Scholl B.A.;-8.42280;GW-02574;89:6d:92:ba:67:bd;2018/05/24;170.62.233.125;-68.00000;17 Dec 2024;39.07865;v2.7.0
9;Johnson-Garrett;GWX-300;;Dipl.-Ing. Hubertine Hertrampf B.Sc.;-9.18084;GW-02575;82:1f:34:8f:ae:1d;2023-10-12;214.224.135.87;-77.30000;09 Apr 2024;41.44590;v2.7.0
51;James PLC;NODE-7;;Bob Brooks;-7.32422;GW-02576;70:5c:09:8f:95:14;06/26/2024, 00:00:00;242.209.182.146;-77.30000;2024-01-28;40.58728;v3.4.1
40;Walker Ltd;GWX-300;;Matilde Esteves;-7.24650;GW-02577;cf:13:e6:a4:f7:bc;09/22/2021, 00:00:00;78.234.159.85;-74.10000;2024/02/26;39.34315;v2.7.0
96;Stroh;NODE-9;;William Reed;-7.04125;GW-02578;62:bd:8d:f0:68:5f;2019/05/06;96.242.191.242;-73.60000;2024-07-15;39.48177;v2.7.0
31;Schenk GmbH;NODE-7;;Ivan Reis;-6.22406;GW-02579;bc:55:81:53:e4:7e;01/24/2022, 00:00:00;181.151.122.54;-56.40000;2024-03-01;41.26187;v3.4.1
50;Faria;NODE-7;;Jörgen Schleich-Vogt;-8.52106;GW-02580;42:98:97:ea:73:d5;2018/12/23;141.35.112.108;-65.80000;2024-11-25;39.92409;v1.2.5
92;Gutknecht Stiftung & Co. KG;GWX-100;;Samir Heuser;-7.35552;GW-02581;86:8f:d6:ee:4a:ae;2018/03/24;151.152.235.63;-71.20000;12/22/2024, 00:00:00;41.58928;v2.7.0
59;Mitschke;NODE-7;;Karl-Heinz Hänel;-6.38850;GW-02582;c9:e6:21:aa:4a:6f;2017-07-18;132.105.209.206;-73.40000;2024/12/26;41.05138;v1.2.5
53;Faria;GWX-100;;Ivan Reis-Maia;-7.87189;GW-02583;fd:34:b5:74:6c:10;2018-10-30;244.66.165.236;-63.50000;2024-10-30;40.34551;v2.7.0
54;Pinho Lopes Lda.;NODE-9;;Gunter Scholl B.A.;-9.00234;GW-02584;6e:7f:ea:cd:5d:a6;09/15/2016, 00:00:00;236.201.199.210;-55.70000;10/03/2024, 00:00:00;38.75375;v3.4.1
25;Moore, Kennedy and Berger;GWX-300;;Ivo Pereira;-6.71205;GW-02585;26:0d:5d:be:8c:70;2020/06/20;22.66.122.28;-66.30000;20 May 2024;39.62529;v3.4.1
27;Leal Freitas S/A;GWX-200;;Nelson Cruz;-8.48304;GW-02586;5c:39:98:fb:23:e5;2024/09/08;21.174.105.40;-68.20000;2024/01/30;39.54861;v3.4.1
61;Hermighausen Weinhold AG & Co. KG;NODE-7;;Tina Montes;-8.07174;GW-02587;56:ca:00:d5:2c:05;06 Nov 2020;241.150.86.68;-86.00000;01/30/2025, 00:00:00;40.37940;v1.2.5
69;Pinto Gaspar S.A.;NODE-7;;Gaetano Thies;-8.84683;GW-02588;e0:2c:bb:0d:18:5b;21 Jun 2021;211.149.20.227;-71.70000;02/29/2024, 00:00:00;40.95832;v2.7.0
36;Mangold GbR;GWX-200;;Blake Smith;-9.19523;GW-02589;bd:2d:5e:2f:ab:2d;2015-03-27;90.157.248.24;-81.80000;05/05/2024, 00:00:00;39.30881;v3.4.1
6;Gutknecht Stiftung & Co. KG;GWX-300;;Daniel Wilms-Mühle;-8.21824;GW-02590;f1:aa:be:48:3c:f5;10 Jul 2018;164.39.121.16;-72.60000;2024-09-28;40.63973;v3.4.1
107;Trapp Langern OHG mbH;NODE-7;;Nelson do Moura;-8.38875;GW-02591;83:63:99:ce:c6:6e;2015-06-04;77.201.126.198;-64.20000;2024/06/17;41.43353;v1.2.5
83;Schenk GmbH;GWX-300;;Manuel da Pereira;-6.61778;GW-02592;9e:5b:de:dd:8f:83;07 Oct 2021;118.207.18.105;-62.40000;2024/06/29;38.76834;v2.7.0
5;Gutknecht Stiftung & Co. KG;GWX-200;;Dr. Elzbieta Langern B.A.;-6.47006;GW-02593;be:a5:d5:0a:8f:5a;2022-02-26;42.57.104.43;-79.50000;2024-02-27;39.41648;v3.4.1
56;Rädel Löwer AG;GWX-100;;Edward Nguyen;-9.23465;GW-02594;ec:94:f6:b2:b3:39;2019-08-30;70.150.215.92;-56.60000;2024-05-21;39.36211;v1.2.5
49;Heinrich;GWX-300;;Tina Montes;-7.74830;GW-02595;2e:94:3c:46:98:25;18 May 2024;206.62.34.48;-54.80000;2024/11/03;39.83108;v2.7.0
29;Roy and Sons;GWX-300;;Erika Macedo;-7.22464;GW-02596;1c:98:56:54:4c:3b;07/13/2020, 00:00:00;104.193.198.164;-67.20000;02/27/2024, 00:00:00;40.07246;v3.4.1
63;Schenk GmbH;GWX-300;;William Reed;-6.65705;GW-02597;de:6e:ba:87:ee:57;23 Oct 2016;123.56.63.130;-69.10000;2024/11/09;39.91581;v1.2.5
40;Moore, Kennedy and Berger;GWX-100;;Bob Brooks;-6.64940;GW-02598;77:6a:b3:b2:6d:c9;2018-04-12;115.62.129.192;-63.80000;2024/08/21;39.99805;v2.7.0
35;Mitschke;GWX-200;;Emília Mota;-8.54040;GW-02599;fc:99:bb:a2:ee:d3;2023-02-18;187.86.76.94;-53.10000;01 Jul 2024;40.81665;v2.7.0
7;Faria;GWX-100;;Emília Mota;-8.06605;GW-02600;78:fd:e6:cb:47:e5;07/13/2015, 00:00:00;77.56.140.73;-67.00000;2024-05-21;40.49693;v1.2.5
93;Hermighausen Weinhold AG & Co. KG;NODE-9;;Manuel da Pereira;-7.72460;GW-02601;10:97:cd:47:5c:0e;13 Aug 2019;36.199.165.192;-66.60000;2024/04/10;40.72783;v2.7.0
91;Trevino-Turner;GWX-100;;Irina Leal;-6.34273;GW-02602;b9:5e:08:71:6f:0f;2024/12/21;40.186.140.114;-69.60000;2024/12/14;40.92119;v2.7.0
50;Allen-Ferguson;GWX-100;;Dipl.-Ing. Sybilla Ackermann B.A.;-7.34557;GW-02603;c4:3c:be:82:52:f4;10 Mar 2022;179.146.203.47;-55.90000;05 Aug 2024;40.34978;v1.2.5
51;Huhn KGaA;NODE-7;;Stacy Silva;-6.36504;GW-02604;05:ec:4f:41:81:e1;02 Aug 2021;71.231.84.170;-64.40000;2024/05/26;40.41989;v3.4.1
44;Trapp Langern OHG mbH;NODE-7;;Débora Batista;-8.14423;GW-02605;25:45:a7:15:25:30;15 Aug 2018;78.217.107.46;-79.80000;2024/02/18;39.79202;v1.2.5
20;Hernandez, Malone and Smith;NODE-9;;Diana Jackson;-9.03652;GW-02606;9e:06:10:6a:00:7e;2019/12/15;179.143.22.53;-66.80000;12/02/2024, 00:00:00;38.60796;v3.4.1
6;Trapp Langern OHG mbH;GWX-100;;Felicia Gaines;-6.87527;GW-02607;a4:82:ad:49:f0:cd;2021-07-02;40.163.52.160;-66.90000;02/14/2024, 00:00:00;39.41863;v3.4.1
88;Amorim;GWX-300;;Emília Mota;-8.18348;GW-02608;98:95:64:c8:52:33;06 Oct 2018;77.144.66.52;-69.60000;2024/08/11;39.46993;v3.4.1
33;Christoph GmbH;NODE-9;;Erika Antunes;-6.95556;GW-02609;7e:b7:d3:ee:7b:50;2021/10/15;252.225.147.65;-60.10000;2025-01-15;40.39094;v3.4.1
48;Hermighausen Weinhold AG & Co. KG;NODE-9;;Catarina-Débora Macedo;-8.98750;GW-02610;2b:53:66:d9:d7:7b;2023-08-25;224.106.78.207;-65.00000;02/03/2024, 00:00:00;38.98009;v1.2.5
94;Gutknecht Stiftung & Co. KG;GWX-300;;Diego Carneiro-Lourenço;-8.36951;GW-02611;b0:60:2d:ce:22:7d;2019-05-16;163.0.246.187;-73.40000;2024-06-29;39.91065;v2.7.0
111;Rädel Löwer AG;GWX-200;;Márcio Barros;-8.80110;GW-02612;23:56:85:39:54:7f;2019/11/30;223.122.146.167;-88.10000;04/11/2024, 00:00:00;40.02033;v2.7.0
78;Silva;GWX-100;;Manuel Correia;-7.51682;GW-02613;cd:4d:78:2f:2b:a7;26 Oct 2020;181.219.220.250;-71.50000;01/24/2024, 00:00:00;40.74584;v3.4.1
44;Rädel Löwer AG;NODE-7;;Melissa Morais;-7.83193;GW-02614;af:6d:14:d7:51:cf;12/12/2021, 00:00:00;181.86.21.144;-72.90000;07 Nov 2024;40.42952;v3.4.1
38;Teixeira;GWX-300;;Mara Marques;-8.01028;GW-02615;51:d7:cb:28:6f:b0;06 May 2024;183.45.76.8;-47.80000;08/21/2024, 00:00:00;38.90540;v2.7.0
27;Gutknecht Stiftung & Co. KG;GWX-100;;Cäcilia Binner;-7.07827;GW-02616;24:67:59:33:9a:aa;03/04/2017, 00:00:00;198.192.0.35;-65.00000;03/10/2024, 00:00:00;39.16345;v3.4.1
89;Amorim;GWX-200;;Emília Mota;-7.23397;GW-02617;9d:c8:16:b9:a1:fa;20 Feb 2022;67.98.55.199;-92.90000;2024/10/25;39.14070;v1.2.5
119;Mitschke;GWX-200;;Cäcilia Binner;-8.60075;GW-02618;df:3b:9b:f7:11:68;2023/12/17;88.46.2.237;-80.30000;2024-08-03;40.33893;v2.7.0
71;Amorim;GWX-200;;Cäcilia Binner;-7.64349;GW-02619;14:f2:a5:86:12:46;2018-10-25;216.250.4.45;-82.50000;24 Nov 2024;40.14091;v3.4.1
15;Hövel Jopich KG;NODE-9;;Dr. Marc Robinson;-7.16303;GW-02620;8d:99:0b:e3:2a:25;11/19/2021, 00:00:00;241.5.241.146;-71.40000;02/14/2024, 00:00:00;41.56318;v3.4.1
67;Mitschke;NODE-7;;Karl-Heinz Hänel;-6.97581;GW-02621;0f:41:31:ff:02:b8;03 Sep 2022;245.126.8.207;-61.20000;12/01/2024, 00:00:00;39.00943;v1.2.5
71;Kraushaar GbR;GWX-200;;Daniela do Abreu;-7.97257;GW-02622;0e:aa:b4:18:c4:0c;2018-11-29;77.60.208.230;-51.40000;01 Apr 2024;38.86389;v1.2.5
30;Hofmann Bender GmbH;GWX-200;;Carminho Fonseca;-6.71374;GW-02623;6b:23:6b:3e:24:69;2018/08/01;81.64.79.136;-63.50000;2024-06-19;38.90131;v1.2.5
59;Roy and Sons;GWX-100;;Mara-Lia Rodrigues;-6.75337;GW-02624;71:15:f6:b0:57:65;2020/09/25;81.167.124.55;-80.30000;05 Nov 2024;40.71791;v1.2.5
90;Trevino-Turner;NODE-7;;Nair Vaz-Baptista;-7.78472;GW-02625;64:72:f1:f1:32:14;2022/09/25;131.211.70.207;-61.20000;10 Sep 2024;39.88592;v1.2.5
107;Allen-Ferguson;NODE-7;;Erika Macedo;-6.47448;GW-02626;a3:4f:85:a4:ae:49;17 Jun 2024;14.179.151.109;-70.20000;11/28/2024, 00:00:00;39.50842;v2.7.0
60;Reinhardt;GWX-300;;Carminho Fonseca;-7.11881;GW-02627;3c:5f:02:ec:ef:e6;07/23/2024, 00:00:00;89.165.4.135;-74.50000;2024-11-15;39.66899;v3.4.1
4;Rivers, Welch and Hood;GWX-200;;Carlos Gaspar;-6.93326;GW-02628;34:6f:f6:41:b7:72;2023/10/21;190.165.195.63;-72.00000;08/12/2024, 00:00:00;39.42753;v3.4.1
48;Hermighausen Weinhold AG & Co. KG;GWX-100;;Dr. Marc Robinson;-6.33404;GW-02629;bf:20:34:64:05:37;05/10/2017, 00:00:00;86.130.16.169;-76.30000;2024-03-03;41.11289;v1.2.5
75;Mitschke;GWX-100;;Dr. Mariola Henschel MBA.;-7.60697;GW-02630;2a:a7:fc:ff:fa:13;2015-01-02;140.175.21.183;-64.30000;2024/10/11;41.26291;v1.2.5
41;Barker, Henson and Neal;GWX-100;;Dr. Elzbieta Langern B.A.;-6.22075;GW-02631;1a:0e:a0:68:03:b8;2021/03/30;213.77.180.85;-71.00000;01/02/2024, 00:00:00;41.65743;v2.7.0
97;Rivers, Welch and Hood;GWX-200;;Daniel Wilms-Mühle;-9.03721;GW-02632;12:23:80:c7:b3:8c;18 Dec 2024;49.55.70.188;-70.50000;2024/04/10;41.54414;v3.4.1
63;Pinto Gaspar S.A.;NODE-9;;Daniela do Abreu;-9.09034;GW-02633;9a:41:51:27:fa:a2;2015/04/22;48.233.201.140;-73.60000;2024/02/03;41.26323;v2.7.0
16;Trevino-Turner;GWX-200;;Ing. Meik Hein B.A.;-7.48452;GW-02634;2b:81:7e:e9:b3:37;2015-11-04;157.98.89.223;-83.70000;2024-11-21;39.50920;v2.7.0
52;Schenk GmbH;GWX-300;;Gerhart Herrmann B.Eng.;-6.26555;GW-02635;73:08:a9:4c:96:b4;14 Dec 2021;146.193.132.186;-66.60000;01/04/2024, 00:00:00;39.24288;v3.4.1
74;Reinhardt;NODE-7;;William Reed;-9.04104;GW-02636;ce:ce:bb:cc:6c:02;2019-10-08;50.161.195.62;-71.30000;05 Jan 2025;41.36352;v3.4.1
88;Trevino-Turner;GWX-300;;Univ.Prof. Kai-Uwe Dowerg B.Eng.;-9.25980;GW-02637;ce:e0:56:3e:1e:72;2024-07-29;109.48.117.29;-62.60000;2024-03-30;39.71312;v3.4.1
44;Hofmann Bender GmbH;GWX-100;;Sandro Esteves-Esteves;-7.35701;GW-02638;0a:f2:49:41:65:5d;2016-05-14;237.143.120.56;-74.30000;2024-11-28;41.27213;v3.4.1
12;Rogner KG;GWX-100;;Freddy Karz;-8.99460;GW-02639;4f:d0:7d:ee:45:ce;2022-01-01;169.33.223.8;-83.50000;2024/09/16;39.94411;v2.7.0
47;Zobel;NODE-7;;Matilde Esteves;-7.38120;GW-02640;76:d8:c1:0c:35:ce;12/05/2023, 00:00:00;200.68.159.8;-71.20000;03/08/2024, 00:00:00;41.43155;v1.2.5
36;Schenk GmbH;NODE-7;;Lea Eigenwillig;-6.92590;GW-02641;a4:05:69:40:e0:4c;18 Nov 2018;251.62.120.63;-81.80000;09/08/2024, 00:00:00;40.05822;v2.7.0
32;Pinto Gaspar S.A.;NODE-7;;Salvador Matias;-7.81576;GW-02642;5b:dd:62:8b:52:a8;29 Mar 2018;240.110.3.105;-74.20000;11 Jul 2024;41.38680;v2.7.0
91;Rogner KG;GWX-100;;Gerhart Herrmann B.Eng.;-8.42951;GW-02643;88:cd:5d:a5:d0:fa;12/31/2020, 00:00:00;186.0.170.43;-62.10000;02 Jul 2024;40.12801;v3.4.1
62;Roy and Sons;GWX-100;;Cäcilia Binner;-6.49307;GW-02644;8b:b7:94:7b:01:9a;20 Feb 2020;51.76.46.228;-72.80000;2024-11-03;39.14532;v3.4.1
19;Hernandez, Malone and Smith;NODE-9;;Melissa Morais;-6.46537;GW-02645;12:1a:20:3b:7a:8a;2022/09/22;201.34.110.217;-71.70000;2024/06/17;40.06916;v2.7.0
70;Hofmann Bender GmbH;GWX-200;;Artur Fernandes;-7.16346;GW-02646;8b:67:7e:77:65:ad;2022-11-24;1.76.127.155;-72.70000;22 Aug 2024;38.92451;v3.4.1
26;Moore, Kennedy and Berger;NODE-7;;William Reed;-8.40064;GW-02647;7c:6d:06:ee:92:b3;2024/08/04;207.246.38.196;-69.50000;2024-01-29;40.84711;v1.2.5
109;Huhn KGaA;GWX-200;;Micael Branco-Pinto;-7.24306;GW-02648;b4:e0:a8:5a:c6:3a;2019-04-08;42.52.35.16;-68.50000;14 Aug 2024;40.50389;v1.2.5
93;Henson, Walker and Pruitt;NODE-7;;Cäcilia Binner;-6.85066;GW-02649;59:5f:70:58:04:70;05/05/2017, 00:00:00;41.135.128.97;-42.10000;20 Mar 2024;39.66829;v2.7.0
6;Mangold GbR;GWX-200;;Lea Eigenwillig;-7.76033;GW-02650;31:74:cc:94:8b:6c;2016-05-09;42.24.237.108;-78.10000;2025-01-23;41.00585;v1.2.5
10;Allen-Ferguson;GWX-200;;Gerhart Herrmann B.Eng.;-7.66404;GW-02651;cf:43:a7:ef:20:e7;2021/01/19;23.113.145.145;-59.60000;12/01/2024, 00:00:00;40.52755;v2.7.0
