id_unit	cycleTs	currentMotor	dpFilter	oilTemperature	reservoirPressure	pressureOil	rms_vibration	flowmeter	humidity_intake	noiseAmbient	dischargeDewpoint	Failure
U01373	11/09/2023, 01:25:00	3.02164	26.92825	61.87143	7.92797	3.15848	3.50388	24.99964	94.28322	82.39297	6.40955	0
U00633	2023/08/21	6.25498	28.21425	42.02114	9.19202	4.48002	4.64842	21.80572	72.47868	87.94343	10.63978	0
U00392	01/16/2023, 10:54:00	2.64223	15.93472	22.76547	9.63172	4.60066	2.04629	30.23109	68.09298	82.69688	14.84148	0
U01011	2023/12/07	3.94997	26.60551	33.60534	8.94894	3.33699	2.26896	25.04108	18.03211	82.48021	5.92590	1
U00137	09/26/2023, 03:29:00	4.83497	24.71464	46.04604	8.23693	3.51246	0.91850	27.81525	49.12293	71.59699	7.40696	0
U01506	05 Jan 2023	6.02244	14.82178	68.26024	8.72129	3.98224		28.85735	71.81340	81.59894	11.13462	0
U00434	2023/06/08	3.97604	33.88817	80.50154	9.37001	3.93639	4.55231	19.66497	87.05492	72.40642	6.12980	0
U01146	28 Dec 2023	2.29694	32.96402	52.30202	8.46341	2.90263	3.81028	27.42044	17.00060	73.19605	5.51792	0
U01319	06 Apr 2023	3.86024	23.25823	62.79501	7.88571	2.98478	8.47461	28.20542	15.69952	76.35691	6.82237	0
U01386	2023/12/01	4.97232	34.02455	47.46714	9.07331	3.62904	1.26922	33.80825	38.54495	76.95192	4.63393	0
U00676	2023-04-18	5.72889	27.27963	64.79469	9.94493	5.68478	2.40182	27.23199	76.17840	76.76850	3.38182	0
U01937	2023/08/06	3.28453	14.93156	92.84563	7.41337	2.77882	8.22081	32.64177		75.44409	14.62245	1
U01216	06/10/2023, 10:24:00	7.52596	20.17621	52.27362	8.98346	3.33944	3.16829	24.16673	29.90348	78.29588	5.57690	0
U00776	2023/05/19	6.37478	20.85248	43.22692	8.88808	3.99168	1.84272	21.77979	83.32154	66.97320	6.41163	0
U00101	05/04/2023, 19:31:00	8.44730	15.16697	44.17152	9.48040	3.93165	1.96721	27.80528	64.87267	69.86123	10.90086	0
U01231	2023-12-05	2.29070	40.91415	37.80426	10.05190	5.03716	1.87623	30.64606	30.52281	86.31503	12.79721	0
U01873	04/29/2023, 14:50:00	5.90883	21.36028	68.00615	8.96371	3.97229	2.51852	28.46127	42.86610	74.09547	5.01448	0
U01269	2023-09-26	5.96319	31.53681	73.93440	8.29820	3.26008	3.67391	28.09220	90.06710	71.87622	10.84070	0
U01366	2023-04-15	5.68286	72.02031	60.06198	10.17821	4.63342	2.80956	30.51967	69.56083	77.27239	9.07404	0
U01856	2023-12-14	5.43773	18.72778	50.35099	8.60511	3.94442	5.38199	21.09691	54.42648	81.17001	8.30130	0
U01536	2023-08-04	7.44047	22.33449	42.27708	8.23116	3.72374	1.69948	30.93561	24.67242	81.82434	13.75620	0
U00899	2023-09-25	3.84412	14.67475	75.70718	8.20828	3.40574	2.10407	28.91610	71.11110	86.04229	12.25430	0
U01487	12/07/2023, 12:00:00	5.57776	23.64356	54.79443	8.80159	4.01712	4.24752	26.90496	47.47850	81.13401	6.30526	1
U00527	03/29/2023, 19:49:00	2.66414	55.74000	43.54573	7.94715	3.40811	2.22010	31.12828	77.45418	72.32284	7.39793	1
U00355	2023-04-21	8.26629	26.97675	61.62661	8.96115	4.04361	3.18858	32.39904	48.84565	78.74001	6.82144	0
U01858	2023-12-14	7.75377	17.63175	54.20339	7.80349	2.99633	5.20734	29.83399	68.47290	77.57951	8.30773	0
U01958	2023-12-04	3.76647	17.76473	52.08277	8.20306	3.20482	3.15444	31.08014	43.23808	72.38396	16.17161	0
U00026	2023-12-11	3.39494	29.35268	37.05674	8.99601	3.75372	1.58951	31.80277	66.25077	83.31533	9.71109	0
U00841	04/28/2023, 14:27:00	7.06194	24.18593	66.29086	8.25179	3.82007	1.90657	29.76798	57.69054	74.70872	4.57607	0
U01214	21 Jul 2023	7.11724	10.85927	65.08810	10.50000	5.34691	3.24993	28.52468	73.01793	77.72849	7.31193	0
U00121	2023-10-26	9.04532	24.86546	70.41959	8.67527	3.89343		28.12358	16.71550	71.25312	4.87617	0
U00428	2023-02-06	2.42361	17.31451	56.18719	7.93315	3.62062	2.81607	30.70420	29.69121	84.52081	5.48184	0
U01627	2023-02-03	2.94355	26.26773	51.73298	7.13021	2.54479	2.41044	25.45503		80.54760	10.60651	0
U00976	20 Apr 2023	6.40184	25.30251	53.71394	8.56721	3.98256	3.55769	27.15275		74.39494	8.20714	0
U00596	31 Aug 2023	3.30534	20.87127	50.62837	7.73157	2.80775	2.19021	27.70673	15.56284	74.36767	6.80393	0
U00319	25 Sep 2023	9.01965	11.29000	72.83840	9.59214	4.01830	2.78947	25.81893	44.66929	71.54419	13.89574	0
U01189	06/19/2023, 16:56:00	4.30358	32.60082	60.07880	7.91697	3.61691	8.26320	28.31967	83.39529	75.45551	8.80191	0
U01477	07/12/2023, 15:40:00	10.00000	13.71841	67.80318	8.78802	3.74940	3.72431	30.24263	48.54302	85.48765	6.89552	0
U01636	04 Mar 2023	3.97840	69.34763	41.52015	8.66767	3.64795	3.59031	36.08053	63.66549	72.83555	7.66830	0
U01781	24 Oct 2023	6.85698	15.04346	59.49650	7.84745	2.78765	8.60687	26.17892	20.43438	76.04722	10.39313	0
U01690	05/16/2023, 10:45:00	6.99097	31.18810	57.77487	8.71369	3.18368	2.86585	30.18008	75.31274	74.24160	7.58069	0
U01822	2023/05/27	4.89179		56.81737	7.37229	2.54689		30.80891	25.47653	74.95797	10.73507	1
U01937	27 Jul 2023	2.61178	19.23763	67.99034	7.78753	3.28753	2.34742	31.77179	28.64487	82.05631	7.56285	0
U00991	2023/04/28	3.32224	25.61482	75.01056	8.76576	3.51335	3.53519	26.18587	43.08376	69.61128	1.22391	0
U00866	06/26/2023, 07:46:00	5.20459	21.82545	48.13108	8.06558	2.71332	1.89056	31.16091	30.65488	72.07190	15.36799	0
U00558	10/03/2023, 00:19:00	4.03160	24.25165	69.90248	8.69405	3.86250	4.14008	28.22470	81.34929	71.13989	8.88977	0
U00544	2023-10-04	3.94317	49.24257	60.29696	8.77072	3.89439	1.85509	26.89784	51.15449	82.14094	12.23235	0
U01681	2023/11/28	7.90015	18.54735	58.08269	9.36587	4.24360	3.96538	36.79259	60.36533	76.54197	4.29261	1
U00311	01/13/2023, 04:00:00	5.20538	18.64298	56.92071	9.08389	4.35374	1.52438	24.79746	82.17558	70.44640	4.40071	0
U02000	06/13/2023, 22:06:00	6.02178	23.77304	65.41138	9.29958	3.79682	3.18475	27.62804	18.21844	81.58811	5.55979	0
U00576	08/06/2023, 09:52:00	7.22833	23.20841	51.54309	9.57715	4.22014	4.65605	23.64119	35.79783	68.65282	6.48818	0
U00856	2023-08-15	5.97287	35.45008	63.89347	7.96979	2.94306	1.97088	22.88155	37.43911	65.51346	2.88663	0
U01286	24 Aug 2023	4.60129	30.20856	40.26778	8.27482	3.54766	1.40318	33.94848	24.68361	75.75831	5.95588	0
U01200	06/14/2023, 18:11:00	6.84342	18.09033	57.03401	8.81818	3.76375	2.40676	28.77927	66.83763	71.72189	0.26007	0
U01926	21 May 2023	7.67782	26.80584	61.54898	8.60374	3.80118	2.52476	27.07305	56.89752	87.95122	10.57911	0
U00145	08/22/2023, 14:07:00	3.61190	21.88007	73.80410	9.35138	4.26324	4.16358	32.96770	87.01057	73.76461	7.00462	0
U01241	2023-12-12	5.22188	17.79566	44.74833	8.26790	3.56749	2.30969	30.50345	12.39715	88.86649	4.43750	0
U00088	2023/03/16	5.48207	15.13195	36.92066	9.45741	4.46738	2.74738	33.96437	75.37580	75.64759	16.64308	0
U01509	2023-04-15	3.74889	18.46618	54.50445	8.19341	3.41424	3.39493	31.48327	86.10417	76.17247	8.20717	1
U01076	2023/06/21	5.86750	17.74266	36.70182	9.32711	4.22706	1.42708	26.89936	57.99566	67.88114	4.96125	0
U01207	03/12/2023, 21:36:00	3.80157	88.88527	48.15991	8.41968	3.52774	2.97109	35.19968	12.88206	67.38718	11.82522	1
U01071	04/22/2023, 03:04:00	3.92867	19.29499	59.99261	9.61184	4.42556	3.00694	28.47707	61.56584	83.26791	7.38888	0
U00628	08/24/2023, 00:25:00	4.82981	29.64601	52.78221	8.48443	3.62695	3.63605	24.84309	64.89676	83.09988	9.25138	1
U00689	31 Jul 2023	7.92711	27.85756	50.14885	8.73570	3.73753	8.92048	32.57275	43.42605	68.43176	13.69236	0
U01384	08/13/2023, 21:07:00	4.98660	26.33551	53.15415	9.50983	4.24940	1.67151	26.34478	57.35356	80.67082	3.69472	0
U00924	06/03/2023, 16:11:00	7.49936	10.96190	52.36243	8.37106	3.31659	3.44122	31.81094	40.12210	80.77324	5.24605	0
U00087	2023/02/20	4.50087	25.66405	43.44741	8.52427	3.20809	3.61331	29.11911	80.48081	72.58963	1.88789	0
U01532	06/09/2023, 19:33:00	6.83076		52.45420	9.00174	3.97826	0.61006	32.53991	45.34867	82.89699	10.65441	0
U01710	2023-03-14	4.77296	13.08258	40.56336	8.84021	3.97174	3.75812	30.75216	57.70547	74.62932	4.29470	0
U01387	20 Jan 2023	4.35040	11.83932	59.91669	9.37235	4.53987	2.71143	34.80823	12.30515	73.47157	6.10515	0
U00987	2023-08-20	4.13624	30.22967	72.61792	8.77264	4.06837	4.96606	28.14638	32.75509	76.34117	14.41657	0
U01572	2023-05-24	3.07368	23.34871	64.42247	9.02739	3.78640	2.29182	30.79095	40.16090	84.42999	5.95781	0
U01873	09/18/2023, 16:02:00	4.95499	25.26332	52.41969	7.74188	2.77325	1.67952	31.31071	30.01491	75.83817	8.90977	0
U01191	17 Jul 2023	3.20552	20.13519	48.85597	8.66441	3.77857	3.66787	27.40763	40.04991	72.30570	3.17335	0
U01681	03 Jan 2023	4.66570	10.63163	55.18611	8.17775	3.11151	3.02710	30.34372		76.66061	5.31541	0
U01662	2023-03-25	3.44413	10.36277	45.38245	8.68754	4.10673	4.82824	22.68768	56.93309	77.70888	8.49755	0
U01910	23 Jul 2023	3.11592	47.27610	54.43951	9.54719	4.45229	3.18765	33.51450	93.26429	74.14100	8.29049	0
U01955	11/19/2023, 02:32:00	3.46619	22.84220	62.96202	8.28249	3.99997	1.10041	29.22973	41.91292	79.09221	5.95199	0
U00329	11/11/2023, 12:22:00	4.00778	21.90209	51.11102	9.63862	4.57060	2.03143	25.87946	83.57303	67.64975	5.61294	0
U00477	08/04/2023, 10:02:00	7.58947	17.81805	59.92893	9.21827	4.01990	3.17087	34.60708	22.34782	75.38686	10.15177	0
U00195	2023-05-15	5.76033	22.02882	45.28967	8.07034	2.95232	3.32999	26.92069	23.43034	66.13481	10.64564	1
U00817	2023/05/03	3.71240	19.02465	48.99655	7.85530	2.97546	3.35171	25.08160	65.39933	84.29817	5.62344	0
U00073	03 Feb 2023	3.97380	17.75897	46.71007	8.59032	3.10101	10.29355	30.10030	17.86385	76.57085	11.85585	0
U01063	13 Jun 2023	7.58230	27.45181	33.42991	10.14647	5.14295	2.79626	24.54412	66.87336	70.57715	5.25622	0
U00056	25 Jul 2023	3.33711	22.27331	66.75749	8.86861	4.00878	3.34221	27.29522	16.12544	76.22550	7.86821	1
U00237	11/27/2023, 03:00:00	5.39098	11.41711	50.67814	8.45373	3.73869	1.80006	30.86933	18.68759	75.11812	9.31937	0
U00848	2023-05-18	7.48057	16.69559	70.97980	9.08307	3.88436	9.21837	36.98279	35.64239	76.85321	7.84696	0
U00768	14 Dec 2023	3.85092		62.36221	8.50800	3.50804	1.61722	29.32258	12.07595	64.81574	4.65466	1
U01669	01 May 2023	9.29700	16.06575	34.67365	8.72897	3.99094	1.67736	31.98037	38.18983	80.59180	13.04641	0
U00961	2023-10-28	4.34406	52.94554	81.13570	8.31633	3.05091	2.84237	30.11360	84.90925	74.43642	7.21689	1
U00094	2023-02-05	3.47720		54.13559	9.16732	3.50338	3.71653	25.56983	90.58754	71.89327	9.45483	1
U01519	2023-07-13	4.84118	17.41077	57.31298	10.21188	5.39871	2.23845	29.37697	84.88011	71.60886	8.88988	0
U00365	11 Feb 2023	6.04293	16.54072	53.66770	8.23922	3.25581	3.74710	28.74919		69.30841	6.89138	0
U01564	2023/01/26	2.79355	20.29879	58.04448	9.12078	4.25563	3.01205	29.42876	60.34999	72.00972	9.45723	0
U01972	2023-10-18	3.12214	31.39185	55.56395	9.71332	4.66531	1.12586	25.73379	37.36064	84.23631	6.86441	0
U00545	01/10/2023, 23:02:00	5.27885	19.52521	40.99988	8.93213	3.83332	1.26396	21.70325	94.18544	68.77639	12.97689	0
U01378	03/25/2023, 22:10:00	6.43591	17.41509	52.26052	8.48072	3.91378	3.15049	17.64423	72.21012	67.45514	8.97043	0
U00796	2023/02/21	8.20496	20.21945	69.51826	8.22259	3.25829	2.78473	29.11422	34.69561	69.75521	6.93271	0
U00981	2023/11/05	5.21537	39.07199	59.38299	7.65041	2.79631	2.59104	30.05871	77.14259	72.04784	14.59119	1
U01756	2023/04/16	4.20131	32.30162	52.70075	9.21249	4.66002	3.25440	25.80319	85.60436	70.71488	3.41683	1
U00101	11/19/2023, 10:41:00	8.00800	25.99889	41.70365	8.59762	3.76606	4.24380	23.53964	12.69474	78.05284	7.24568	0
U00479	2023-02-12	6.98949	13.45623	57.75809	8.60949	3.58927	2.55549	29.43444	66.02276	85.74042	11.40517	0
U01794	05 Dec 2023	5.87816	41.99868	53.39867	7.55429	2.64446	3.32618	29.65062	82.23740	85.15056	2.77847	0
U00510	2023/05/22	5.32486	16.67670	78.37782	8.43447	3.44495	1.66779	30.84553	36.46415	68.75569	10.12883	0
U01574	06/12/2023, 15:16:00	4.22732	23.29148	58.15906	7.93417	2.81509	1.75724	25.28648	79.68831	88.85755	10.03419	0
U01359	2023-08-01	6.56150	23.76293	45.11503	8.46458	3.56938	5.50704	22.95317	36.59269	68.76131	11.38361	0
U01929	2023-07-27	6.09672	29.51833	78.85954	9.43895	3.83959	2.47651	32.93764	39.41500	71.80063	5.42555	1
U01779	2023/04/23	6.28285	55.92879	36.84997	8.80028	3.86953	4.25617	32.33357	59.06131	71.95594	8.19419	1
U00310	2023/04/10	3.94859	12.87484	52.17700	8.44460	3.51928	2.99584	30.98216	89.39801	71.85284	7.78519	0
U01169	09/28/2023, 13:14:00	3.49757	13.82287	51.80609	8.72612	3.92286	4.34347	28.95982	14.20394	79.24788	9.46293	0
U00634	11/04/2023, 17:50:00	8.00123	44.64556	42.78208	9.12904	3.89079	3.91333	21.14106	55.88653	67.67851	12.91633	0
U01660	2023/06/18	4.19918	21.36123	49.76556	9.09151	3.99262	1.56499	24.62084	85.05599	79.79477	9.43240	0
U01533	01/29/2023, 18:21:00	7.72563	20.27784	58.24300	7.92819	3.19185	2.53712	25.85646	43.01084	76.80251	8.76046	0
U00850	03 Jan 2023	2.42556	16.83057	64.11544	8.48710	3.41254	2.60837	22.39380	17.70162	77.20960	9.50322	0
U00357	02/15/2023, 17:42:00	3.31281	34.69059	78.91423	8.09451	2.92943	3.30597	26.82995	19.87596	60.74471	11.09084	0
U00812	05/31/2023, 08:52:00	8.16957	31.62199	71.73732	7.60214	2.98502	2.09429	28.23079	38.56576	85.80339	10.82449	0
U00601	2023/12/30	3.94186	17.29942	68.55622	8.57467	3.48664	3.73611	28.43422		71.23730	11.62909	1
U01081	08/13/2023, 01:49:00	4.95319	14.93686	66.67475	7.79651	3.14933	3.32789	32.92084	39.53310	74.18779	10.09653	0
U01391	14 Aug 2023	5.99165	19.98073	78.38001	8.23026	3.00740	1.12966	28.66388	17.67391	69.07249	7.71462	0
U01107	2023/04/02	8.94600	18.96244	60.36574	8.64735	3.42642	3.83884	27.10068	73.57190	76.57820	5.07982	0
U01517	29 Oct 2023	5.51843	22.91409	62.16044	8.93306	4.04434	2.00575	23.36698	39.95748	75.63162	8.04902	0
U01527	04/21/2023, 23:29:00	7.22770	27.43438	55.27481	8.28109	2.89398	3.49816	27.55970	91.59760	75.94616	7.85957	0
U00335	2023-02-21	3.19946	19.96334	41.48742	9.73482	4.99587	3.76675	24.26078	26.36834	64.36529	4.06018	0
U01597	16 Sep 2023	6.10567	28.56446	-999.00000	8.60567	3.48751	7.83660	31.99230	26.65210	63.77485	15.07676	0
U00973	18 Apr 2023	6.02299	33.56567	41.44410	8.37525	3.56737	6.14796	28.01265	38.45627	72.80293	4.45722	0
U00157	11/12/2023, 11:54:00	3.13653	40.00422	64.65394	8.52642	3.83543	2.91746	25.45047	24.02537	78.17056	9.56506	0
U01643	12/24/2023, 20:25:00	9.42794	38.50987	75.44443	8.89684	4.12184	1.49729	32.94125	66.46340	72.76553	7.49360	0
U01199	12/16/2023, 21:05:00	5.86230	32.19724	72.98154	8.28983	3.48871	3.13140	30.73896	23.66854	77.53528	8.69784	0
U00975	2023/05/18	7.09432	13.63466	57.05594	8.84741	3.67444	1.39310	21.18063	30.81340	73.47552	8.38010	0
U00770	03/01/2023, 20:34:00	5.39300	17.06303	50.68205	8.81047	3.95662	4.21015	29.19743	46.19867	77.86357	5.81416	0
U01192	2023-11-18	4.92486	24.91631	45.77886	8.78954	3.28748	1.25955	30.39584	37.00637	71.31960	7.34316	0
U00074	04/09/2023, 03:23:00	2.52102	16.73588	73.80977	8.14519	3.92157	1.65824	25.80728	27.81951	78.64208	1.59511	0
U01899	2023-12-30	5.78305	21.01022	51.84161	9.89917	4.58175	2.65266	28.87677	81.41515	89.58831	10.48735	0
U01255	05/22/2023, 04:26:00	4.09372	12.59196	53.05298	8.33742	3.23361	1.13038	22.63381	65.37278	72.79841	5.81620	0
U00695	22 Mar 2023	6.44671	17.72694	43.06407	8.33511	3.47653	2.87128	29.45863	89.31305	84.04720	9.44437	0
U01752	11 Apr 2023	2.22114	23.36453	47.98118	9.68357	4.67282	14.00000	33.78883	31.66848	69.16494	4.73572	0
U01883	04/13/2023, 05:04:00	6.46649		55.74496	8.79555	3.96349	1.10015	24.67542	83.74153	73.39826	6.58640	0
U00863	2023-08-05	6.43286	23.35406	78.71729	7.04203	2.80349	3.93844	29.68284	67.59455	81.93370	12.32553	1
U01808	2023-07-07	4.46688	15.48025	65.10664	8.70956	3.59349	2.07130	30.73159	47.78631	66.71433	8.42862	0
U01375	06/09/2023, 22:30:00	6.77507	15.97669	57.98343	8.73355	3.49660	4.65222	28.80146	23.96581	68.63609	11.28885	0
U01817	2023-04-14	3.97735	21.09929	60.81520	8.71851	4.08848	2.34002	40.00000	60.26344	73.15349	8.46163	0
U00660	2023/10/18	8.35907	13.75943	54.71825	8.71508	3.98426	3.02858	26.16526	56.94403	72.27358	10.73740	0
U00717	09/14/2023, 23:10:00	3.81855	17.67131	71.91371	8.99990	2.99273	4.35305	29.55593	18.96859	68.41667	7.50621	0
U00690	08/20/2023, 08:24:00	5.80747	28.22229	53.50046	8.05082	3.30103	4.66828	31.06413	12.41109	73.73976	5.15708	0
U01333	05/29/2023, 14:59:00	5.15904	21.71606	45.40663	7.92437	2.72577	3.37112	32.13197	13.45130	71.28217	5.94781	0
U90062	25 May 2023	6.27535	23.13052	60.34024	9.52717	4.44038	7.08868	27.57681	73.63715	75.73081	2.40163	0
U00234	2023-07-04	4.63930	16.47921	41.91671	7.73618	3.19964	7.14855	32.92880	17.94726	73.60899	3.92038	0
U01238	04/15/2023, 21:01:00	4.06077	36.97965	67.32452	8.90686	4.23267	1.69232	29.42120	56.64785	80.47331	11.89345	0
U00609	25 Dec 2023	6.02328	33.62090	66.50731	9.33152	3.59043	1.30290	31.27742		64.89833	8.24581	0
U01239	12 Jan 2023	2.71455	26.15809	42.46482	8.25058	3.69503	1.84354	33.81471	71.05724	69.46085	11.99604	0
U00733	2023-05-10	4.50219	11.31328	50.32058	9.03117	3.97266	2.96885	34.62446	45.08557	73.69539	9.65872	0
U00700	2023-12-11	7.85182	29.75327	60.81960	8.23498	3.25421	1.47320	28.27574	76.50505	78.60658	1.40167	0
U01843	09/23/2023, 04:31:00	4.80118	31.11770	81.31526	9.42190	4.54513	1.38358	33.15388	47.73766	80.47894	4.57302	0
U00373	2023-08-21	6.66870	17.73155	49.83008	9.48325	4.16477	3.69226	22.96008	59.87985	71.59224	10.55938	0
U01091	27 Aug 2023	5.93188	15.21660	46.76354	8.40193	4.02111	2.58351	29.08092	16.14473	81.26487	7.90102	0
U00875	2023/03/05	2.13831	15.67236	45.88381	7.28343	2.12633	1.63595	30.08506	83.14014	60.89916	12.01233	0
U01081	21 Aug 2023	6.15968	28.31433	72.64220	9.44559	4.04420	2.28572	28.60098	93.48540	85.31432	9.24103	0
U01788	08/24/2023, 03:58:00	2.67968	23.06085	41.71423	9.02991	4.05657	2.71387	23.88821	54.73224	78.27257	11.47884	0
U00161	2023/04/22	7.20076	18.27794	39.84826	8.94405	3.93958	0.90914	33.62180	39.02267	81.14412	9.21409	0
U01913	18 Jul 2023	3.58059	18.78419	30.88866	8.16662	3.42309	1.75981	23.71625	31.15519	83.17247	2.48123	0
U00807	04 Feb 2023	3.77031	10.16433	58.17473	9.02005	3.94157		25.97097		81.29562	2.42841	0
U01245	2023-06-30	5.71188	25.71517	47.25695	8.03056	3.52616	2.69510	26.77681	42.78684	72.29812	-1.02286	0
U00322	2023/03/21	7.01920	33.15277	64.19247	8.87433	4.31986	4.92597	30.83591	32.08906	73.37668	7.92064	0
U00378	2023/01/04	5.30217	26.15578	51.94632	9.25241	4.06104	3.26064	24.33616	15.64855	82.55416	9.54797	0
U01333	2023/05/13	4.91996	32.90795	50.44693	8.19943	3.47941	3.87446	27.96029	92.46312	82.92496	14.43193	0
U01292	2023-03-05	4.50277	20.95694	69.80653	8.33019	3.15288	4.27066	27.29236	31.41646	75.08971	2.57179	1
U01217	01/04/2023, 16:59:00	5.29466	17.12917	75.40160	8.78490	4.16716	2.42877	28.28007	37.72779	78.69277	9.63762	0
U00147	06/30/2023, 22:50:00	2.50950	54.28855	57.84837	7.94603	3.14310	3.43146	24.52463	81.18925	78.05738	7.24766	1
U00316	2023-11-12	3.37990	13.83618	37.27511	7.81319	2.81269	1.84767	29.95424	43.07665	68.39588	4.80255	0
U00064	17 Jun 2023	6.65700	31.08923	58.16697	9.45132	4.01053	2.55433	20.21365	76.48451	72.64873	8.86944	0
U00084	2023-03-02	8.00700	33.23832	56.22177	8.06797	2.99295	1.03756	26.42375	47.62205	74.74146	10.92599	1
U00326	2023-03-06	1.27079		44.84628	8.80761	3.88050	4.24281	27.18782	43.63491	77.97594	9.42245	1
U01880	12/02/2023, 06:48:00	8.10995	15.50536	54.78778	7.61345	2.56372	4.11512	27.16448		69.97110	6.05805	0
U00391	2023/02/01	7.86194	24.17313	58.75271	8.91887	4.06852	2.87123	29.34542	17.34633	77.64059	11.33062	1
U01718	2023-12-04	5.40060	39.48690	35.84833	8.37001	3.49158	2.33732	26.16241	10.92856	67.82261	6.24235	0
U00063	08/27/2023, 10:29:00	7.59982	11.32776	53.76536	8.24580	3.07533	2.94707	24.84963	58.88051	76.73374	7.74727	0
U00980	22 Oct 2023	3.94081	38.38917	58.11368	9.08265	3.88727	4.54237	27.85538	71.29011	75.55584	10.38664	1
U00547	2023/04/26	7.08488	28.40682	55.34244	9.14697	3.84714	3.78830	29.06498	90.79165	68.99914	8.04582	0
U00238	2023/08/07	4.67984	23.19110	63.69127	9.21799	4.03698	1.96902	25.45621	20.43749	72.88510	10.58525	0
U00619	03/25/2023, 11:58:00	2.80253	21.56634	59.46896	8.83907	3.71549	2.73087	23.51446	49.12392	75.01724	8.21277	0
U00302	2023/03/28	6.24478	15.97515	50.56575	8.34723	3.71041	1.39027	30.21541	69.91608	81.58010	11.92019	0
U00291	11/29/2023, 05:57:00	5.45016	22.77148	65.97515	8.93605	3.47455	2.86597	25.95702	14.23720	77.31394	13.13431	1
U00845	2023/06/25	3.82864	14.26774	64.47913	8.61769	3.55651	1.44723	26.90732	85.23304	76.90279	7.44671	0
U00068	2023-08-26	4.83433	29.27874	53.14662	9.59863	4.62072	4.30716	32.05017	94.17224	73.25187	9.52270	0
U01183	08 Mar 2023	4.28619	20.87069	57.48775	7.96271	2.94126	3.95853	33.13678	76.32155	57.94395	9.98287	0
U01061	06/12/2023, 19:17:00	4.38027	29.62863	30.59776	8.94353	4.19841	2.66541	25.63185	10.32242	62.58709	8.96532	0
U01170	2023/03/31	6.67414	19.70026	48.23830	8.00555	3.18556	1.92077	28.09473	20.48958	73.07267	4.24113	0
U01669	2023/07/29	6.14347	13.58858	72.78938	8.74842	3.53239	4.54031	22.70943	62.17207	78.51838	11.07934	0
U00425	14 Dec 2023	5.14283	20.88008	46.77264	8.32840	3.14209	4.03104	29.65452	69.30905	77.66983	7.29496	1
U00892	2023/01/01	4.79095	11.00704	51.64008	8.11865	3.10344	1.97716	30.08021	58.17305	71.80895	5.39397	0
U00405	04/06/2023, 07:43:00	4.51600	13.12436	53.39975	8.44068	3.11620	1.43321	24.14591	36.70413	78.43079	0.79614	0
U00912	2023-08-26	4.15603	39.85917	37.94335	8.79756	3.39160	0.78803	29.32239	28.64709	73.14800	2.03446	0
U01230	2023-10-21	7.79617	22.90330	50.66742	9.03206	3.92150	2.45740	33.42582	20.03717	75.47529	7.41482	0
U00924	2023-05-05	8.24187	16.65101	50.42080	7.80318	3.33363	2.46751	36.30254		82.48460	6.61678	0
U01316	2023/02/02	2.88875	40.46257	68.74956	8.81372	3.71546	4.26612	23.71263	23.00909	71.93840	7.04523	0
U01641	11/24/2023, 22:20:00	3.83175	18.25811	60.48660	7.76359	2.51884	4.85827	27.07530	30.58756	80.92942	7.38727	0
U01666	2023/10/20	8.09776	17.28272	52.67384	8.57440	3.49460	1.67475	25.84344	38.34202	84.33081	7.37856	0
U00864	2023-06-14	7.71185	12.40569	53.05790	7.99135	3.43968	5.59223	34.39283	13.95076	76.73523	8.35287	0
U01416	30 May 2023	8.24912	18.39835	44.63706	9.51631	4.28358	2.98256	32.77707	87.85937	73.63245	4.74682	0
U01516	01/23/2023, 10:50:00	5.48569	25.39909	58.81756	8.53400	3.05505	1.52108	31.20414	82.04899	76.98101	10.89103	0
U00124	2023/08/21	3.99452	25.17125	79.42618	8.44332	3.75334	1.11504	27.32273	64.23350	61.44505	2.25018	0
U01685	2023/08/30	7.00698	30.80584	93.80965	8.42725	3.40844	4.05130	28.52890	10.53048	75.60659	4.14745	0
U00587	28 Mar 2023	6.09044	11.34022	46.21616	8.75946	3.91603	2.41117	31.28239	39.29224	80.81362	0.50963	0
U01176	10/20/2023, 03:45:00	5.65202	25.01351	54.95434	9.38494	4.29892	3.15183	27.34474	26.05265	77.18983	6.03647	0
U00525	12/21/2023, 17:43:00	7.28494	31.50399	71.99619	9.55270	4.54778	8.37283	27.80204	79.04709	79.31082	11.48279	0
U01827	2023/08/22	5.30495	35.01567	56.48953	8.09717	2.84332	3.57189	28.52469	11.95555	73.98480	4.08626	0
U00437	07/06/2023, 10:36:00	5.24179	16.64548	68.05532	8.51075	3.70205	3.20834	32.88404	65.45001	74.67652	5.69385	0
U01904	2023-11-21	8.02123	17.24940	66.96575	8.59228	3.31226	1.48409	26.05775	44.88281	61.29792	9.24936	0
U01177	05/09/2023, 11:26:00	4.05167	16.63997	41.20772	8.73076	4.01164	12.83953	21.30099	26.45766	72.12869	7.48729	1
U01746	2023/12/13	7.43232	34.05397	62.95630	9.04987	4.16478	1.68107	23.28492	37.37241	69.30978	6.96849	0
U00008	2023/10/03	5.13910	43.55987	68.56665	9.00837	4.44890	3.94338	26.39428	88.62141	76.56338	13.51820	0
U01931	2023/11/29	4.97037	11.78951	58.25342	8.55073	3.72960	2.06836	27.29865	65.42278	69.03400	6.16809	0
U01582	2023-11-09	5.48203	15.14677	44.58001	7.62501	3.23938	1.57188	34.73077	40.51216	72.21043	9.08800	0
